TimeStamp,GantryFrom,GantryTo,VehicleType,Speed,Volume
2025/1/4 19:25,03F2153N,03F2125N,42,79,3
2025/1/4 19:25,03F2194N,03F2153N,41,72,1
2025/1/4 19:25,03F2152S,03F2194S,42,72,1
2025/1/4 19:25,03F2100N,03F2078N,41,75,1
2025/1/4 19:25,03F2100N,03F2078N,42,79,3
2025/1/4 19:25,03F2079S,03F2100S,5,75,3
2025/1/4 19:25,03F2153N,03F2125N,41,75,1
2025/1/4 19:25,03F2153N,03F2125N,42,79,3
2025/1/4 19:25,03F2194N,03F2153N,41,72,1
2025/1/4 19:25,03F2152S,03F2194S,42,72,1
2025/1/4 19:30,03F2066S,03F2079S,5,79,1
2025/1/4 19:30,03F2153N,03F2125N,42,79,2
2025/1/4 19:30,03F2129S,03F2152S,5,75,1
2025/1/4 19:30,03F2194N,03F2153N,42,68,1
2025/1/4 19:30,03F2152S,03F2194S,42,75,1
2025/1/4 19:30,03F2066S,03F2079S,5,79,1
2025/1/4 19:30,03F2153N,03F2125N,42,79,2
2025/1/4 19:30,03F2129S,03F2152S,5,75,1
2025/1/4 19:30,03F2194N,03F2153N,42,68,1
2025/1/4 19:30,03F2152S,03F2194S,42,75,1
2025/1/4 19:35,03F2066S,03F2079S,42,75,3
2025/1/4 19:35,03F2152S,03F2194S,5,75,1
2025/1/4 19:35,03F2066S,03F2079S,42,75,3
2025/1/4 19:35,03F2152S,03F2194S,5,75,1
2025/1/4 19:40,03F2079S,03F2100S,5,61,1
2025/1/4 19:40,03F2100S,03F2129S,42,79,1
2025/1/4 19:40,03F2129S,03F2152S,42,79,1
2025/1/4 19:40,03F2079S,03F2100S,5,61,1
2025/1/4 19:40,03F2100S,03F2129S,42,79,1
2025/1/4 19:40,03F2129S,03F2152S,42,79,1
2025/1/4 19:45,03F2100N,03F2078N,42,79,1
2025/1/4 19:45,03F2100N,03F2078N,5,79,1
2025/1/4 19:45,03F2100N,03F2078N,42,79,1
2025/1/4 19:45,03F2100N,03F2078N,5,79,1
2025/1/4 19:50,03F2078N,03F2066N,5,77,2
2025/1/4 19:50,03F2100N,03F2078N,5,75,1
2025/1/4 19:50,03F2079S,03F2100S,5,64,2
2025/1/4 19:50,03F2078N,03F2066N,5,77,2
2025/1/4 19:50,03F2100N,03F2078N,5,75,1
2025/1/4 19:50,03F2079S,03F2100S,5,64,2
2025/1/4 19:55,03F2066S,03F2079S,42,75,5
2025/1/4 19:55,03F2066S,03F2079S,5,79,4
2025/1/4 19:55,03F2079S,03F2100S,42,79,3
2025/1/4 19:55,03F2079S,03F2100S,5,79,3
2025/1/4 19:55,03F2153N,03F2125N,42,68,1
2025/1/4 19:55,03F2153N,03F2125N,5,79,1
2025/1/4 19:55,03F2194N,03F2153N,5,79,1
2025/1/4 19:55,03F2066S,03F2079S,42,75,5
2025/1/4 19:55,03F2066S,03F2079S,5,79,4
2025/1/4 19:55,03F2079S,03F2100S,42,79,3
2025/1/4 19:55,03F2079S,03F2100S,5,79,3
2025/1/4 19:55,03F2153N,03F2125N,42,68,1
2025/1/4 19:55,03F2153N,03F2125N,5,79,1
2025/1/4 19:55,03F2194N,03F2153N,5,79,1
2025/1/4 20:00,03F2100N,03F2078N,41,79,1
2025/1/4 20:00,03F2100N,03F2078N,41,79,1
2025/1/4 20:05,03F2152S,03F2194S,42,75,3
2025/1/4 20:05,03F2152S,03F2194S,42,75,3
2025/1/4 20:10,03F2078N,03F2066N,5,79,1
2025/1/4 20:10,03F2079S,03F2100S,5,75,1
2025/1/4 20:10,03F2153N,03F2125N,42,79,1
2025/1/4 20:10,03F2078N,03F2066N,5,79,1
2025/1/4 20:10,03F2079S,03F2100S,5,75,1
2025/1/4 20:10,03F2153N,03F2125N,42,79,1
2025/1/4 20:15,03F2079S,03F2100S,41,21,1
2025/1/4 20:15,03F2079S,03F2100S,41,21,1
2025/1/4 20:20,03F2066S,03F2079S,42,79,3
2025/1/4 20:20,03F2079S,03F2100S,5,3,1
2025/1/4 20:20,03F2066S,03F2079S,42,79,3
2025/1/4 20:20,03F2079S,03F2100S,5,3,1
2025/1/4 20:25,03F2079S,03F2100S,5,79,2
2025/1/4 20:25,03F2100S,03F2129S,41,75,1
2025/1/4 20:25,03F2079S,03F2100S,5,79,2
2025/1/4 20:25,03F2100S,03F2129S,41,75,1
2025/1/4 20:35,03F2078N,03F2066N,5,79,1
2025/1/4 20:35,03F2066S,03F2079S,41,79,1
2025/1/4 20:35,03F2079S,03F2100S,41,79,1
2025/1/4 20:35,03F2078N,03F2066N,5,79,1
2025/1/4 20:35,03F2066S,03F2079S,41,79,1
2025/1/4 20:35,03F2079S,03F2100S,41,79,1
2025/1/4 20:40,03F2066S,03F2079S,42,79,3
2025/1/4 20:40,03F2079S,03F2100S,5,3,1
2025/1/4 20:40,03F2100S,03F2129S,41,79,1
2025/1/4 20:40,03F2100S,03F2129S,42,75,1
2025/1/4 20:40,03F2152S,03F2194S,5,79,1
2025/1/4 20:40,03F2066S,03F2079S,42,79,3
2025/1/4 20:40,03F2079S,03F2100S,5,3,1
2025/1/4 20:40,03F2100S,03F2129S,41,79,1
2025/1/4 20:40,03F2100S,03F2129S,42,75,1
2025/1/4 20:40,03F2152S,03F2194S,5,79,1
2025/1/4 20:45,03F2100N,03F2078N,5,75,3
2025/1/4 20:45,03F2153N,03F2125N,42,79,3
2025/1/4 20:45,03F2129S,03F2152S,42,75,1
2025/1/4 20:45,03F2152S,03F2194S,41,79,1
2025/1/4 20:45,03F2100N,03F2078N,5,75,3
2025/1/4 20:45,03F2153N,03F2125N,42,79,3
2025/1/4 20:45,03F2129S,03F2152S,42,75,1
2025/1/4 20:45,03F2152S,03F2194S,41,79,1
2025/1/4 20:50,03F2079S,03F2100S,5,3,3
2025/1/4 20:50,03F2152S,03F2194S,42,79,3
2025/1/4 20:50,03F2079S,03F2100S,5,3,3
2025/1/4 20:50,03F2152S,03F2194S,42,79,3
2025/1/4 21:00,03F2066S,03F2079S,42,72,2
2025/1/4 21:00,03F2079S,03F2100S,42,75,2
2025/1/4 21:00,03F2100S,03F2129S,42,68,1
2025/1/4 21:00,03F2194N,03F2153N,5,10,1
2025/1/4 21:00,03F2066S,03F2079S,42,72,2
2025/1/4 21:00,03F2079S,03F2100S,42,75,2
2025/1/4 21:00,03F2100S,03F2129S,42,68,1
2025/1/4 21:00,03F2194N,03F2153N,5,10,1
2025/1/4 21:05,03F2153N,03F2125N,5,79,1
2025/1/4 21:05,03F2100S,03F2129S,42,75,1
2025/1/4 21:05,03F2129S,03F2152S,42,75,2
2025/1/4 21:05,03F2194N,03F2153N,5,79,1
2025/1/4 21:05,03F2152S,03F2194S,42,75,2
2025/1/4 21:05,03F2153N,03F2125N,5,79,1
2025/1/4 21:05,03F2100S,03F2129S,42,75,1
2025/1/4 21:05,03F2129S,03F2152S,42,75,2
2025/1/4 21:05,03F2194N,03F2153N,5,79,1
2025/1/4 21:05,03F2152S,03F2194S,42,75,2
2025/1/4 21:10,03F2078N,03F2066N,5,79,1
2025/1/4 21:10,03F2100N,03F2078N,5,79,1
2025/1/4 21:10,03F2153N,03F2125N,5,79,1
2025/1/4 21:10,03F2078N,03F2066N,5,79,1
2025/1/4 21:10,03F2100N,03F2078N,5,79,1
2025/1/4 21:10,03F2153N,03F2125N,5,79,1
2025/1/4 21:20,03F2078N,03F2066N,42,79,1
2025/1/4 21:20,03F2078N,03F2066N,42,79,1
2025/1/4 21:25,03F2152S,03F2194S,41,10,1
2025/1/4 21:25,03F2152S,03F2194S,41,10,1
2025/1/4 21:35,03F2100N,03F2078N,42,79,1
2025/1/4 21:35,03F2129S,03F2152S,42,79,1
2025/1/4 21:35,03F2100N,03F2078N,42,79,1
2025/1/4 21:35,03F2129S,03F2152S,42,79,1
2025/1/4 21:50,03F2066S,03F2079S,42,79,1
2025/1/4 21:50,03F2066S,03F2079S,42,79,1
2025/1/4 21:55,03F2100N,03F2078N,41,0,1
2025/1/4 21:55,03F2129S,03F2152S,42,68,1
2025/1/4 21:55,03F2100N,03F2078N,41,0,1
2025/1/4 21:55,03F2129S,03F2152S,42,68,1
2025/1/4 22:00,03F2194N,03F2153N,42,79,2
2025/1/4 22:00,03F2194N,03F2153N,42,79,2
2025/1/4 22:05,03F2078N,03F2066N,5,64,1
2025/1/4 22:05,03F2153N,03F2125N,42,68,1
2025/1/4 22:05,03F2078N,03F2066N,5,64,1
2025/1/4 22:05,03F2153N,03F2125N,42,68,1
2025/1/4 22:15,03F2078N,03F2066N,41,75,1
2025/1/4 22:15,03F2079S,03F2100S,42,25,1
2025/1/4 22:15,03F2079S,03F2100S,5,75,1
2025/1/4 22:15,03F2078N,03F2066N,41,75,1
2025/1/4 22:15,03F2079S,03F2100S,42,25,1
2025/1/4 22:15,03F2079S,03F2100S,5,75,1
2025/1/4 22:20,03F2100S,03F2129S,5,75,1
2025/1/4 22:20,03F2100S,03F2129S,5,75,1
2025/1/4 22:40,03F2100N,03F2078N,5,79,2
2025/1/4 22:40,03F2100N,03F2078N,5,79,2
2025/1/4 22:45,03F2152S,03F2194S,5,68,1
2025/1/4 22:45,03F2152S,03F2194S,5,68,1
2025/1/4 23:00,03F2078N,03F2066N,5,75,1
2025/1/4 23:00,03F2194N,03F2153N,42,75,1
2025/1/4 23:00,03F2078N,03F2066N,5,75,1
2025/1/4 23:00,03F2194N,03F2153N,42,75,1
2025/1/4 23:05,03F2153N,03F2125N,42,75,1
2025/1/4 23:05,03F2153N,03F2125N,42,75,1
2025/1/4 23:15,03F2078N,03F2066N,41,54,2
2025/1/4 23:15,03F2079S,03F2100S,5,79,1
2025/1/4 23:15,03F2100S,03F2129S,5,75,1
2025/1/4 23:15,03F2078N,03F2066N,41,54,2
2025/1/4 23:15,03F2079S,03F2100S,5,79,1
2025/1/4 23:15,03F2100S,03F2129S,5,75,1
2025/1/4 23:30,03F2153N,03F2125N,42,68,1
2025/1/4 23:30,03F2153N,03F2125N,42,68,1
2025/1/4 23:35,03F2078N,03F2066N,42,77,2
2025/1/4 23:35,03F2100N,03F2078N,42,64,1
2025/1/4 23:35,03F2078N,03F2066N,42,77,2
2025/1/4 23:35,03F2100N,03F2078N,42,64,1
2025/1/4 23:45,03F2153N,03F2125N,41,54,2
2025/1/4 23:45,03F2153N,03F2125N,41,54,2
2025/1/5 00:00,03F2066S,03F2079S,5,79,1
2025/1/5 00:00,03F2066S,03F2079S,5,79,1
2025/1/5 00:05,03F2079S,03F2100S,5,79,1
2025/1/5 00:05,03F2100S,03F2129S,41,75,1
2025/1/5 00:05,03F2079S,03F2100S,5,79,1
2025/1/5 00:05,03F2100S,03F2129S,41,75,1
2025/1/5 00:10,03F2078N,03F2066N,42,75,1
2025/1/5 00:10,03F2100N,03F2078N,42,75,1
2025/1/5 00:10,03F2066S,03F2079S,42,79,2
2025/1/5 00:10,03F2079S,03F2100S,42,79,2
2025/1/5 00:10,03F2100S,03F2129S,42,43,2
2025/1/5 00:10,03F2078N,03F2066N,42,75,1
2025/1/5 00:10,03F2100N,03F2078N,42,75,1
2025/1/5 00:10,03F2066S,03F2079S,42,79,2
2025/1/5 00:10,03F2079S,03F2100S,42,79,2
2025/1/5 00:10,03F2100S,03F2129S,42,43,2
2025/1/5 00:35,03F2100N,03F2078N,42,45,2
2025/1/5 00:35,03F2079S,03F2100S,42,79,1
2025/1/5 00:35,03F2194N,03F2153N,42,79,1
2025/1/5 00:35,03F2100N,03F2078N,42,45,2
2025/1/5 00:35,03F2079S,03F2100S,42,79,1
2025/1/5 00:35,03F2194N,03F2153N,42,79,1
2025/1/5 00:40,03F2100N,03F2078N,42,75,1
2025/1/5 00:40,03F2100N,03F2078N,42,75,1
2025/1/5 00:45,03F2078N,03F2066N,42,77,2
2025/1/5 00:45,03F2078N,03F2066N,42,77,2
2025/1/5 00:50,03F2125N,03F2100N,42,79,1
2025/1/5 00:50,03F2125N,03F2100N,42,79,1
2025/1/5 00:55,03F2100N,03F2078N,5,79,1
2025/1/5 00:55,03F2100N,03F2078N,5,79,1
2025/1/5 01:00,03F2100N,03F2078N,5,75,1
2025/1/5 01:00,03F2125N,03F2100N,5,79,1
2025/1/5 01:00,03F2153N,03F2125N,42,75,1
2025/1/5 01:00,03F2153N,03F2125N,5,75,1
2025/1/5 01:00,03F2194N,03F2153N,42,75,2
2025/1/5 01:00,03F2100N,03F2078N,5,75,1
2025/1/5 01:00,03F2125N,03F2100N,5,79,1
2025/1/5 01:00,03F2153N,03F2125N,42,75,1
2025/1/5 01:00,03F2153N,03F2125N,5,75,1
2025/1/5 01:00,03F2194N,03F2153N,42,75,2
2025/1/5 01:05,03F2078N,03F2066N,5,75,1
2025/1/5 01:05,03F2125N,03F2100N,42,79,1
2025/1/5 01:05,03F2079S,03F2100S,32,79,2
2025/1/5 01:05,03F2100S,03F2129S,32,79,3
2025/1/5 01:05,03F2078N,03F2066N,5,75,1
2025/1/5 01:05,03F2125N,03F2100N,42,79,1
2025/1/5 01:05,03F2079S,03F2100S,32,79,2
2025/1/5 01:05,03F2100S,03F2129S,32,79,3
2025/1/5 01:10,03F2100S,03F2129S,5,79,1
2025/1/5 01:10,03F2100S,03F2129S,5,79,1
2025/1/5 01:15,03F2100S,03F2129S,42,79,1
2025/1/5 01:15,03F2100S,03F2129S,42,79,1
2025/1/5 01:25,03F2125N,03F2100N,42,54,2
2025/1/5 01:25,03F2125N,03F2100N,42,54,2
2025/1/5 01:35,03F2100S,03F2129S,5,79,1
2025/1/5 01:35,03F2100S,03F2129S,5,79,1
2025/1/5 01:45,03F2129S,03F2152S,42,72,1
2025/1/5 01:45,03F2129S,03F2152S,42,72,1
2025/1/5 01:50,03F2100N,03F2078N,42,75,3
2025/1/5 01:50,03F2100N,03F2078N,42,75,3
2025/1/5 01:55,03F2078N,03F2066N,42,75,2
2025/1/5 01:55,03F2078N,03F2066N,42,75,2
2025/1/5 02:00,03F2129S,03F2152S,42,75,1
2025/1/5 02:00,03F2194N,03F2153N,32,70,2
2025/1/5 02:00,03F2152S,03F2194S,42,75,1
2025/1/5 02:00,03F2129S,03F2152S,42,75,1
2025/1/5 02:00,03F2194N,03F2153N,32,70,2
2025/1/5 02:00,03F2152S,03F2194S,42,75,1
2025/1/5 02:05,03F2100S,03F2129S,32,75,3
2025/1/5 02:05,03F2100S,03F2129S,32,75,3
2025/1/5 02:10,03F2194N,03F2153N,5,79,1
2025/1/5 02:10,03F2194N,03F2153N,5,79,1
2025/1/5 02:15,03F2100N,03F2078N,5,75,1
2025/1/5 02:15,03F2153N,03F2125N,5,79,1
2025/1/5 02:15,03F2100S,03F2129S,42,0,1
2025/1/5 02:15,03F2100N,03F2078N,5,75,1
2025/1/5 02:15,03F2153N,03F2125N,5,79,1
2025/1/5 02:15,03F2100S,03F2129S,42,0,1
2025/1/5 02:20,03F2078N,03F2066N,5,75,1
2025/1/5 02:20,03F2078N,03F2066N,5,75,1
2025/1/5 02:35,03F2066S,03F2079S,42,68,1
2025/1/5 02:35,03F2066S,03F2079S,42,68,1
2025/1/5 02:40,03F2079S,03F2100S,42,75,1
2025/1/5 02:40,03F2100S,03F2129S,32,79,2
2025/1/5 02:40,03F2100S,03F2129S,42,68,1
2025/1/5 02:40,03F2079S,03F2100S,42,75,1
2025/1/5 02:40,03F2100S,03F2129S,32,79,2
2025/1/5 02:40,03F2100S,03F2129S,42,68,1
2025/1/5 02:45,03F2100N,03F2078N,5,28,1
2025/1/5 02:45,03F2100N,03F2078N,5,28,1
2025/1/5 02:50,03F2078N,03F2066N,42,75,1
2025/1/5 02:50,03F2066S,03F2079S,42,75,1
2025/1/5 02:50,03F2078N,03F2066N,42,75,1
2025/1/5 02:50,03F2066S,03F2079S,42,75,1
2025/1/5 02:55,03F2066S,03F2079S,42,75,1
2025/1/5 02:55,03F2079S,03F2100S,42,75,1
2025/1/5 02:55,03F2066S,03F2079S,42,75,1
2025/1/5 02:55,03F2079S,03F2100S,42,75,1
2025/1/5 03:00,03F2066S,03F2079S,42,75,1
2025/1/5 03:00,03F2125N,03F2100N,31,68,3
2025/1/5 03:00,03F2066S,03F2079S,42,75,1
2025/1/5 03:00,03F2125N,03F2100N,31,68,3
2025/1/5 03:10,03F2078N,03F2066N,42,46,2
2025/1/5 03:10,03F2078N,03F2066N,42,46,2
2025/1/5 03:30,03F2194N,03F2153N,42,79,1
2025/1/5 03:30,03F2194N,03F2153N,42,79,1
2025/1/5 03:35,03F2066S,03F2079S,42,79,1
2025/1/5 03:35,03F2079S,03F2100S,42,75,1
2025/1/5 03:35,03F2066S,03F2079S,42,79,1
2025/1/5 03:35,03F2079S,03F2100S,42,75,1
2025/1/5 03:40,03F2079S,03F2100S,41,75,1
2025/1/5 03:40,03F2153N,03F2125N,42,72,1
2025/1/5 03:40,03F2100S,03F2129S,41,75,1
2025/1/5 03:40,03F2129S,03F2152S,42,79,1
2025/1/5 03:40,03F2079S,03F2100S,41,75,1
2025/1/5 03:40,03F2153N,03F2125N,42,72,1
2025/1/5 03:40,03F2100S,03F2129S,41,75,1
2025/1/5 03:40,03F2129S,03F2152S,42,79,1
2025/1/5 03:45,03F2100N,03F2078N,42,75,1
2025/1/5 03:45,03F2152S,03F2194S,41,79,1
2025/1/5 03:45,03F2100N,03F2078N,42,75,1
2025/1/5 03:45,03F2152S,03F2194S,41,79,1
2025/1/5 03:50,03F2078N,03F2066N,5,70,2
2025/1/5 03:50,03F2078N,03F2066N,5,70,2
2025/1/5 03:55,03F2078N,03F2066N,5,72,2
2025/1/5 03:55,03F2100N,03F2078N,42,72,1
2025/1/5 03:55,03F2066S,03F2079S,42,79,1
2025/1/5 03:55,03F2078N,03F2066N,5,72,2
2025/1/5 03:55,03F2100N,03F2078N,42,72,1
2025/1/5 03:55,03F2066S,03F2079S,42,79,1
2025/1/5 04:00,03F2078N,03F2066N,42,72,1
2025/1/5 04:00,03F2078N,03F2066N,42,72,1
2025/1/5 04:05,03F2066S,03F2079S,5,79,2
2025/1/5 04:05,03F2100S,03F2129S,5,75,1
2025/1/5 04:05,03F2066S,03F2079S,5,79,2
2025/1/5 04:05,03F2100S,03F2129S,5,75,1
2025/1/5 04:10,03F2100S,03F2129S,5,79,1
2025/1/5 04:10,03F2129S,03F2152S,5,79,2
2025/1/5 04:10,03F2152S,03F2194S,5,75,1
2025/1/5 04:10,03F2100S,03F2129S,5,79,1
2025/1/5 04:10,03F2129S,03F2152S,5,79,2
2025/1/5 04:10,03F2152S,03F2194S,5,75,1
2025/1/5 04:20,03F2066S,03F2079S,41,64,1
2025/1/5 04:20,03F2066S,03F2079S,41,64,1
2025/1/5 04:30,03F2194N,03F2153N,5,77,2
2025/1/5 04:30,03F2194N,03F2153N,5,77,2
2025/1/5 04:35,03F2078N,03F2066N,5,79,2
2025/1/5 04:35,03F2153N,03F2125N,5,68,1
2025/1/5 04:35,03F2078N,03F2066N,5,79,2
2025/1/5 04:35,03F2153N,03F2125N,5,68,1
2025/1/5 04:40,03F2078N,03F2066N,5,68,1
2025/1/5 04:40,03F2100N,03F2078N,5,68,1
2025/1/5 04:40,03F2078N,03F2066N,5,68,1
2025/1/5 04:40,03F2100N,03F2078N,5,68,1
2025/1/5 04:45,03F2129S,03F2152S,5,79,1
2025/1/5 04:45,03F2129S,03F2152S,5,79,1
2025/1/5 04:50,03F2152S,03F2194S,5,75,1
2025/1/5 04:50,03F2152S,03F2194S,5,75,1
2025/1/5 05:05,03F2153N,03F2125N,42,72,1
2025/1/5 05:05,03F2194N,03F2153N,42,79,1
2025/1/5 05:05,03F2153N,03F2125N,42,72,1
2025/1/5 05:05,03F2194N,03F2153N,42,79,1
2025/1/5 05:15,03F2078N,03F2066N,41,75,1
2025/1/5 05:15,03F2078N,03F2066N,41,75,1
2025/1/5 05:35,03F2066S,03F2079S,5,72,1
2025/1/5 05:35,03F2100S,03F2129S,41,79,1
2025/1/5 05:35,03F2066S,03F2079S,5,72,1
2025/1/5 05:35,03F2100S,03F2129S,41,79,1
2025/1/5 05:40,03F2100N,03F2078N,42,64,2
2025/1/5 05:40,03F2066S,03F2079S,5,79,1
2025/1/5 05:40,03F2079S,03F2100S,5,79,1
2025/1/5 05:40,03F2100N,03F2078N,42,64,2
2025/1/5 05:40,03F2066S,03F2079S,5,79,1
2025/1/5 05:40,03F2079S,03F2100S,5,79,1
2025/1/5 05:45,03F2066S,03F2079S,42,75,2
2025/1/5 05:45,03F2079S,03F2100S,5,79,1
2025/1/5 05:45,03F2066S,03F2079S,42,75,2
2025/1/5 05:45,03F2079S,03F2100S,5,79,1
2025/1/5 05:50,03F2066S,03F2079S,41,72,1
2025/1/5 05:50,03F2100S,03F2129S,41,3,1
2025/1/5 05:50,03F2129S,03F2152S,5,75,1
2025/1/5 05:50,03F2066S,03F2079S,41,72,1
2025/1/5 05:50,03F2100S,03F2129S,41,3,1
2025/1/5 05:50,03F2129S,03F2152S,5,75,1
2025/1/5 05:55,03F2078N,03F2066N,5,75,1
2025/1/5 05:55,03F2079S,03F2100S,41,72,1
2025/1/5 05:55,03F2153N,03F2125N,41,79,1
2025/1/5 05:55,03F2100S,03F2129S,41,68,1
2025/1/5 05:55,03F2100S,03F2129S,5,75,2
2025/1/5 05:55,03F2152S,03F2194S,5,75,1
2025/1/5 05:55,03F2078N,03F2066N,5,75,1
2025/1/5 05:55,03F2079S,03F2100S,41,72,1
2025/1/5 05:55,03F2153N,03F2125N,41,79,1
2025/1/5 05:55,03F2100S,03F2129S,41,68,1
2025/1/5 05:55,03F2100S,03F2129S,5,75,2
2025/1/5 05:55,03F2152S,03F2194S,5,75,1
2025/1/5 06:00,03F2078N,03F2066N,5,72,1
2025/1/5 06:00,03F2100N,03F2078N,42,79,1
2025/1/5 06:00,03F2100N,03F2078N,5,77,2
2025/1/5 06:00,03F2078N,03F2066N,5,72,1
2025/1/5 06:00,03F2100N,03F2078N,42,79,1
2025/1/5 06:00,03F2100N,03F2078N,5,77,2
2025/1/5 06:05,03F2153N,03F2125N,42,79,2
2025/1/5 06:05,03F2153N,03F2125N,42,79,2
2025/1/5 06:10,03F2078N,03F2066N,5,75,1
2025/1/5 06:10,03F2100N,03F2078N,42,75,2
2025/1/5 06:10,03F2078N,03F2066N,5,75,1
2025/1/5 06:10,03F2100N,03F2078N,42,75,2
2025/1/5 06:15,03F2078N,03F2066N,42,72,3
2025/1/5 06:15,03F2100N,03F2078N,42,72,3
2025/1/5 06:15,03F2125N,03F2100N,42,75,1
2025/1/5 06:15,03F2078N,03F2066N,42,72,3
2025/1/5 06:15,03F2100N,03F2078N,42,72,3
2025/1/5 06:15,03F2125N,03F2100N,42,75,1
2025/1/5 06:20,03F2079S,03F2100S,5,52,2
2025/1/5 06:20,03F2153N,03F2125N,5,79,1
2025/1/5 06:20,03F2100S,03F2129S,42,75,3
2025/1/5 06:20,03F2194N,03F2153N,5,79,1
2025/1/5 06:20,03F2079S,03F2100S,5,52,2
2025/1/5 06:20,03F2153N,03F2125N,5,79,1
2025/1/5 06:20,03F2100S,03F2129S,42,75,3
2025/1/5 06:20,03F2194N,03F2153N,5,79,1
2025/1/5 06:25,03F2078N,03F2066N,5,79,1
2025/1/5 06:25,03F2100N,03F2078N,5,79,1
2025/1/5 06:25,03F2066S,03F2079S,42,79,4
2025/1/5 06:25,03F2194N,03F2153N,5,79,1
2025/1/5 06:25,03F2078N,03F2066N,5,79,1
2025/1/5 06:25,03F2100N,03F2078N,5,79,1
2025/1/5 06:25,03F2066S,03F2079S,42,79,4
2025/1/5 06:25,03F2194N,03F2153N,5,79,1
2025/1/5 06:30,03F2078N,03F2066N,5,79,1
2025/1/5 06:30,03F2100N,03F2078N,5,79,1
2025/1/5 06:30,03F2066S,03F2079S,5,79,1
2025/1/5 06:30,03F2078N,03F2066N,5,79,1
2025/1/5 06:30,03F2100N,03F2078N,5,79,1
2025/1/5 06:30,03F2066S,03F2079S,5,79,1
2025/1/5 06:35,03F2066S,03F2079S,41,79,2
2025/1/5 06:35,03F2066S,03F2079S,41,79,2
2025/1/5 06:40,03F2078N,03F2066N,42,41,2
2025/1/5 06:40,03F2066S,03F2079S,42,79,3
2025/1/5 06:40,03F2079S,03F2100S,5,79,1
2025/1/5 06:40,03F2100S,03F2129S,42,75,3
2025/1/5 06:40,03F2100S,03F2129S,5,79,1
2025/1/5 06:40,03F2129S,03F2152S,42,72,1
2025/1/5 06:40,03F2194N,03F2153N,5,75,1
2025/1/5 06:40,03F2078N,03F2066N,42,41,2
2025/1/5 06:40,03F2066S,03F2079S,42,79,3
2025/1/5 06:40,03F2079S,03F2100S,5,79,1
2025/1/5 06:40,03F2100S,03F2129S,42,75,3
2025/1/5 06:40,03F2100S,03F2129S,5,79,1
2025/1/5 06:40,03F2129S,03F2152S,42,72,1
2025/1/5 06:40,03F2194N,03F2153N,5,75,1
2025/1/5 06:45,03F2129S,03F2152S,42,79,3
2025/1/5 06:45,03F2152S,03F2194S,42,72,3
2025/1/5 06:45,03F2129S,03F2152S,42,79,3
2025/1/5 06:45,03F2152S,03F2194S,42,72,3
2025/1/5 06:50,03F2078N,03F2066N,5,3,1
2025/1/5 06:50,03F2078N,03F2066N,5,3,1
2025/1/5 06:55,03F2194N,03F2153N,41,59,2
2025/1/5 06:55,03F2194N,03F2153N,41,59,2
2025/1/5 07:00,03F2078N,03F2066N,42,79,1
2025/1/5 07:00,03F2079S,03F2100S,42,79,3
2025/1/5 07:00,03F2078N,03F2066N,42,79,1
2025/1/5 07:00,03F2079S,03F2100S,42,79,3
2025/1/5 07:05,03F2078N,03F2066N,42,77,2
2025/1/5 07:05,03F2078N,03F2066N,5,79,4
2025/1/5 07:05,03F2078N,03F2066N,42,77,2
2025/1/5 07:05,03F2078N,03F2066N,5,79,4
2025/1/5 07:10,03F2100S,03F2129S,5,79,3
2025/1/5 07:10,03F2100S,03F2129S,5,79,3
2025/1/5 07:15,03F2078N,03F2066N,5,3,1
2025/1/5 07:15,03F2129S,03F2152S,5,79,2
2025/1/5 07:15,03F2078N,03F2066N,5,3,1
2025/1/5 07:15,03F2129S,03F2152S,5,79,2
2025/1/5 07:20,03F2078N,03F2066N,41,79,1
2025/1/5 07:20,03F2078N,03F2066N,42,79,3
2025/1/5 07:20,03F2078N,03F2066N,5,3,3
2025/1/5 07:20,03F2066S,03F2079S,42,75,3
2025/1/5 07:20,03F2066S,03F2079S,5,41,2
2025/1/5 07:20,03F2100S,03F2129S,41,73,6
2025/1/5 07:20,03F2078N,03F2066N,41,79,1
2025/1/5 07:20,03F2078N,03F2066N,42,79,3
2025/1/5 07:20,03F2078N,03F2066N,5,3,3
2025/1/5 07:20,03F2066S,03F2079S,42,75,3
2025/1/5 07:20,03F2066S,03F2079S,5,41,2
2025/1/5 07:20,03F2100S,03F2129S,41,73,6
2025/1/5 07:25,03F2078N,03F2066N,5,45,6
2025/1/5 07:25,03F2078N,03F2066N,5,45,6
2025/1/5 07:30,03F2078N,03F2066N,5,37,4
2025/1/5 07:30,03F2078N,03F2066N,5,37,4
2025/1/5 07:35,03F2078N,03F2066N,42,77,6
2025/1/5 07:35,03F2078N,03F2066N,5,0,1
2025/1/5 07:35,03F2066S,03F2079S,5,79,1
2025/1/5 07:35,03F2152S,03F2194S,42,75,1
2025/1/5 07:35,03F2078N,03F2066N,42,77,6
2025/1/5 07:35,03F2078N,03F2066N,5,0,1
2025/1/5 07:35,03F2066S,03F2079S,5,79,1
2025/1/5 07:35,03F2152S,03F2194S,42,75,1
2025/1/5 07:40,03F2078N,03F2066N,5,3,1
2025/1/5 07:40,03F2153N,03F2125N,5,75,1
2025/1/5 07:40,03F2194N,03F2153N,5,79,3
2025/1/5 07:40,03F2078N,03F2066N,5,3,1
2025/1/5 07:40,03F2153N,03F2125N,5,75,1
